account_id,account_name,tier,arr,mrr,pricing_model,owner,csm,segment,status,created_at
ACC-185,SilverlineMetrics Systems 185,Growth,146474.91,12206.24,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2024-02-24T14:00:00
ACC-186,KeystoneMetrics Systems 186,Enterprise,352561.97,29380.16,usage-based,Ana Rodriguez,David Park,Enterprise,active,2024-05-05T14:00:00
ACC-187,SummitMetrics Systems 187,Enterprise,340888.68,28407.39,usage-based,Marcus Johnson,Lisa Chang,Enterprise,active,2023-10-19T14:00:00
ACC-188,RiverbendMetrics Systems 188,Growth,194370.31,16197.53,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2024-07-05T14:00:00
ACC-189,IroncladMetrics Systems 189,Starter,31977.75,2664.81,hybrid,James Wilson,Lisa Chang,SMB,active,2024-01-05T14:00:00
ACC-190,BrightForgeMetrics Systems 190,Starter,12292.37,1024.36,hybrid,Sarah Chen,Rachel Kim,SMB,active,2025-02-13T14:00:00
ACC-191,CoreSignalMetrics Systems 191,Growth,123333.2,10277.77,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2023-07-26T14:00:00
ACC-192,TrueNorthMetrics Systems 192,Starter,10544.16,878.68,hybrid,Priya Patel,David Park,SMB,active,2023-06-17T14:00:00
ACC-193,NorthstarOps Systems 193,Growth,56296.13,4691.34,usage-based,Priya Patel,David Park,Mid-Market,active,2024-05-02T14:00:00
ACC-194,BluePeakOps Systems 194,Starter,29311.17,2442.6,hybrid,Ana Rodriguez,Mike Rivera,SMB,active,2023-09-02T14:00:00
ACC-195,ClearPathOps Systems 195,Enterprise,495580.51,41298.38,usage-based,Priya Patel,Lisa Chang,Enterprise,active,2023-04-23T14:00:00
ACC-196,EvergreenOps Systems 196,Enterprise,669168.86,55764.07,usage-based,Sarah Chen,Rachel Kim,Enterprise,active,2024-12-07T14:00:00
ACC-197,SilverlineOps Systems 197,Growth,202809.48,16900.79,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2023-03-03T14:00:00
ACC-198,KeystoneOps Systems 198,Enterprise,359231.67,29935.97,usage-based,James Wilson,Lisa Chang,Enterprise,active,2024-09-18T14:00:00
ACC-199,SummitOps Systems 199,Growth,142735.2,11894.6,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2024-11-28T14:00:00
ACC-200,RiverbendOps Systems 200,Enterprise,615419.8,51284.98,usage-based,Ana Rodriguez,Lisa Chang,Enterprise,active,2024-01-03T14:00:00
ACC-201,IroncladOps Systems 201,Starter,12866.0,1072.17,hybrid,Priya Patel,Rachel Kim,SMB,active,2024-09-07T14:00:00
ACC-202,BrightForgeOps Systems 202,Growth,202005.72,16833.81,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-07-03T14:00:00
ACC-203,CoreSignalOps Systems 203,Growth,55147.42,4595.62,usage-based,Priya Patel,David Park,Mid-Market,active,2024-07-24T14:00:00
ACC-204,TrueNorthOps Systems 204,Growth,117526.99,9793.92,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2024-07-21T14:00:00
ACC-205,NorthstarRevenue Systems 205,Enterprise,372346.62,31028.88,usage-based,James Wilson,Mike Rivera,Enterprise,active,2024-09-26T14:00:00
ACC-206,BluePeakRevenue Systems 206,Growth,105894.73,8824.56,usage-based,Priya Patel,Tom Bradley,Mid-Market,active,2025-05-04T14:00:00
ACC-207,ClearPathRevenue Systems 207,Starter,30379.81,2531.65,hybrid,Sarah Chen,David Park,SMB,active,2023-06-24T14:00:00
ACC-208,EvergreenRevenue Systems 208,Growth,215301.3,17941.77,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2023-01-25T14:00:00
ACC-209,SilverlineRevenue Systems 209,Starter,17730.6,1477.55,usage-based,Ana Rodriguez,Tom Bradley,SMB,active,2024-10-14T14:00:00
ACC-210,KeystoneRevenue Systems 210,Starter,29110.3,2425.86,usage-based,Sarah Chen,Mike Rivera,SMB,active,2024-07-14T14:00:00
ACC-211,SummitRevenue Systems 211,Starter,9134.39,761.2,hybrid,Marcus Johnson,Mike Rivera,SMB,active,2024-07-28T14:00:00
ACC-212,RiverbendRevenue Systems 212,Growth,115959.55,9663.3,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2023-03-13T14:00:00
ACC-213,IroncladRevenue Systems 213,Growth,214925.15,17910.43,usage-based,Ana Rodriguez,David Park,Mid-Market,churned,2024-08-20T14:00:00
ACC-214,BrightForgeRevenue Systems 214,Starter,16736.98,1394.75,hybrid,Priya Patel,Tom Bradley,SMB,active,2023-02-23T14:00:00
ACC-215,CoreSignalRevenue Systems 215,Enterprise,661446.65,55120.55,usage-based,Marcus Johnson,Lisa Chang,Enterprise,active,2023-07-04T14:00:00
ACC-216,TrueNorthRevenue Systems 216,Growth,216429.72,18035.81,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2025-02-23T14:00:00
ACC-217,NorthstarWorkflow Systems 217,Starter,8473.23,706.1,usage-based,James Wilson,Tom Bradley,SMB,active,2023-07-08T14:00:00
ACC-218,BluePeakWorkflow Systems 218,Growth,88664.73,7388.73,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2025-02-05T14:00:00
ACC-219,ClearPathWorkflow Systems 219,Growth,125922.88,10493.57,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2024-06-25T14:00:00
ACC-220,EvergreenWorkflow Systems 220,Starter,15526.48,1293.87,usage-based,James Wilson,Tom Bradley,SMB,active,2023-08-01T14:00:00
ACC-221,SilverlineWorkflow Systems 221,Growth,66880.31,5573.36,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2024-01-08T14:00:00
ACC-222,KeystoneWorkflow Systems 222,Enterprise,297400.02,24783.34,usage-based,Ana Rodriguez,Lisa Chang,Enterprise,active,2024-04-24T14:00:00
ACC-223,SummitWorkflow Systems 223,Enterprise,515243.11,42936.93,usage-based,Ana Rodriguez,Rachel Kim,Enterprise,active,2023-10-03T14:00:00
ACC-224,RiverbendWorkflow Systems 224,Growth,69505.08,5792.09,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2023-01-24T14:00:00
ACC-225,IroncladWorkflow Systems 225,Growth,114644.63,9553.72,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2023-06-20T14:00:00
ACC-226,BrightForgeWorkflow Systems 226,Growth,120922.19,10076.85,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2025-02-14T14:00:00
ACC-227,CoreSignalWorkflow Systems 227,Starter,20489.39,1707.45,hybrid,Sarah Chen,Rachel Kim,SMB,active,2024-08-17T14:00:00
ACC-228,TrueNorthWorkflow Systems 228,Enterprise,241079.86,20089.99,usage-based,James Wilson,Mike Rivera,Enterprise,active,2023-07-18T14:00:00
ACC-229,NorthstarAutomation Systems 229,Growth,155829.74,12985.81,usage-based,Sarah Chen,Mike Rivera,Mid-Market,active,2023-03-13T14:00:00
ACC-230,BluePeakAutomation Systems 230,Growth,218010.12,18167.51,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2025-03-17T14:00:00
ACC-231,ClearPathAutomation Systems 231,Starter,26843.06,2236.92,usage-based,Marcus Johnson,Tom Bradley,SMB,active,2023-03-26T14:00:00
ACC-232,EvergreenAutomation Systems 232,Enterprise,630265.52,52522.13,usage-based,Sarah Chen,Tom Bradley,Enterprise,active,2024-12-29T14:00:00
ACC-233,SilverlineAutomation Systems 233,Starter,26367.33,2197.28,usage-based,Sarah Chen,Mike Rivera,SMB,active,2025-01-12T14:00:00
ACC-234,KeystoneAutomation Systems 234,Enterprise,574992.33,47916.03,usage-based,Marcus Johnson,David Park,Enterprise,active,2024-06-29T14:00:00
ACC-235,SummitAutomation Systems 235,Enterprise,312683.75,26056.98,usage-based,Marcus Johnson,Rachel Kim,Enterprise,active,2023-12-05T14:00:00
ACC-236,RiverbendAutomation Systems 236,Growth,53313.33,4442.78,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-12-18T14:00:00
ACC-237,IroncladAutomation Systems 237,Growth,122456.96,10204.75,usage-based,Marcus Johnson,David Park,Mid-Market,active,2025-04-12T14:00:00
ACC-238,BrightForgeAutomation Systems 238,Growth,203757.8,16979.82,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2024-02-12T14:00:00
ACC-239,CoreSignalAutomation Systems 239,Growth,47544.81,3962.07,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2024-03-16T14:00:00
ACC-240,TrueNorthAutomation Systems 240,Growth,129267.86,10772.32,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2025-03-05T14:00:00
ACC-241,NorthstarSecurity Systems 241,Growth,68403.42,5700.28,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2023-08-26T14:00:00
ACC-242,BluePeakSecurity Systems 242,Growth,139607.45,11633.95,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2023-09-23T14:00:00
ACC-243,ClearPathSecurity Systems 243,Growth,122761.34,10230.11,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2025-02-14T14:00:00
ACC-244,EvergreenSecurity Systems 244,Starter,11890.08,990.84,usage-based,James Wilson,Rachel Kim,SMB,active,2024-10-05T14:00:00
ACC-245,SilverlineSecurity Systems 245,Growth,189280.62,15773.39,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2023-05-10T14:00:00
ACC-246,KeystoneSecurity Systems 246,Enterprise,393382.0,32781.83,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2024-12-21T14:00:00
ACC-247,SummitSecurity Systems 247,Growth,126419.68,10534.97,usage-based,Sarah Chen,Mike Rivera,Mid-Market,active,2025-02-20T14:00:00
ACC-248,RiverbendSecurity Systems 248,Growth,174536.84,14544.74,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2023-11-04T14:00:00
ACC-249,IroncladSecurity Systems 249,Enterprise,658312.31,54859.36,usage-based,Ana Rodriguez,Tom Bradley,Enterprise,active,2023-07-10T14:00:00
ACC-250,BrightForgeSecurity Systems 250,Enterprise,356799.04,29733.25,usage-based,James Wilson,Mike Rivera,Enterprise,active,2024-08-05T14:00:00
ACC-251,CoreSignalSecurity Systems 251,Growth,104593.02,8716.09,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2024-10-21T14:00:00
ACC-252,TrueNorthSecurity Systems 252,Enterprise,421094.7,35091.22,usage-based,Sarah Chen,Tom Bradley,Enterprise,active,2023-11-04T14:00:00
ACC-253,NorthstarCommerce Systems 253,Growth,177743.8,14811.98,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2023-02-20T14:00:00
ACC-254,BluePeakCommerce Systems 254,Growth,141851.89,11820.99,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2023-07-05T14:00:00
ACC-255,ClearPathCommerce Systems 255,Growth,46673.18,3889.43,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2024-11-23T14:00:00
ACC-256,EvergreenCommerce Systems 256,Enterprise,561204.76,46767.06,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2025-05-20T14:00:00
ACC-257,SilverlineCommerce Systems 257,Enterprise,251625.75,20968.81,usage-based,James Wilson,Mike Rivera,Enterprise,active,2025-01-01T14:00:00
ACC-258,KeystoneCommerce Systems 258,Growth,214982.24,17915.19,usage-based,Sarah Chen,David Park,Mid-Market,active,2024-10-18T14:00:00
ACC-259,SummitCommerce Systems 259,Growth,122748.95,10229.08,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2024-07-11T14:00:00
ACC-260,RiverbendCommerce Systems 260,Growth,180276.74,15023.06,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2025-03-01T14:00:00
ACC-261,IroncladCommerce Systems 261,Starter,13289.72,1107.48,usage-based,Sarah Chen,Tom Bradley,SMB,active,2024-02-28T14:00:00
ACC-262,BrightForgeCommerce Systems 262,Growth,128447.78,10703.98,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2024-08-20T14:00:00
ACC-263,CoreSignalCommerce Systems 263,Enterprise,436173.15,36347.76,usage-based,Priya Patel,Rachel Kim,Enterprise,active,2025-02-02T14:00:00
ACC-264,TrueNorthCommerce Systems 264,Growth,162770.55,13564.21,usage-based,James Wilson,David Park,Mid-Market,active,2023-07-13T14:00:00
ACC-265,NorthstarHealth Systems 265,Growth,81252.28,6771.02,usage-based,Ana Rodriguez,Mike Rivera,Mid-Market,active,2025-05-19T14:00:00
ACC-266,BluePeakHealth Systems 266,Enterprise,652662.04,54388.5,usage-based,Marcus Johnson,Tom Bradley,Enterprise,churned,2024-08-03T14:00:00
ACC-267,ClearPathHealth Systems 267,Growth,43375.92,3614.66,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2025-01-14T14:00:00
ACC-268,EvergreenHealth Systems 268,Growth,167253.48,13937.79,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2023-01-24T14:00:00
ACC-269,SilverlineHealth Systems 269,Growth,105041.76,8753.48,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2024-03-06T14:00:00
ACC-270,KeystoneHealth Systems 270,Enterprise,640581.22,53381.77,usage-based,Priya Patel,David Park,Enterprise,active,2024-03-13T14:00:00
ACC-271,SummitHealth Systems 271,Growth,168290.82,14024.24,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2025-01-29T14:00:00
ACC-272,RiverbendHealth Systems 272,Growth,213983.55,17831.96,usage-based,Marcus Johnson,David Park,Mid-Market,active,2024-02-10T14:00:00
ACC-273,IroncladHealth Systems 273,Starter,39272.17,3272.68,usage-based,James Wilson,Mike Rivera,SMB,active,2024-09-19T14:00:00
ACC-274,BrightForgeHealth Systems 274,Growth,113280.07,9440.01,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2024-07-13T14:00:00
ACC-275,CoreSignalHealth Systems 275,Growth,81439.83,6786.65,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2023-12-21T14:00:00
ACC-276,TrueNorthHealth Systems 276,Growth,136447.66,11370.64,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2024-06-01T14:00:00
ACC-277,NorthstarLogistics Systems 277,Growth,187772.85,15647.74,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2025-02-10T14:00:00
ACC-278,BluePeakLogistics Systems 278,Enterprise,278635.9,23219.66,usage-based,Ana Rodriguez,Lisa Chang,Enterprise,active,2023-04-09T14:00:00
ACC-279,ClearPathLogistics Systems 279,Growth,55412.88,4617.74,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2023-04-15T14:00:00
ACC-280,EvergreenLogistics Systems 280,Enterprise,469734.04,39144.5,usage-based,Ana Rodriguez,David Park,Enterprise,active,2024-06-30T14:00:00
ACC-281,SilverlineLogistics Systems 281,Starter,29325.39,2443.78,usage-based,James Wilson,Mike Rivera,SMB,active,2024-02-01T14:00:00
ACC-282,KeystoneLogistics Systems 282,Growth,95902.04,7991.84,usage-based,Priya Patel,David Park,Mid-Market,active,2025-03-30T14:00:00
ACC-283,SummitLogistics Systems 283,Growth,55205.94,4600.49,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2025-04-18T14:00:00
ACC-284,RiverbendLogistics Systems 284,Enterprise,595848.32,49654.03,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2023-09-05T14:00:00
ACC-285,IroncladLogistics Systems 285,Growth,110437.88,9203.16,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2023-03-08T14:00:00
ACC-286,BrightForgeLogistics Systems 286,Starter,9394.77,782.9,usage-based,Priya Patel,David Park,SMB,active,2024-01-25T14:00:00
ACC-287,CoreSignalLogistics Systems 287,Growth,212474.58,17706.22,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2023-02-16T14:00:00
ACC-288,TrueNorthLogistics Systems 288,Starter,19676.88,1639.74,usage-based,Ana Rodriguez,Lisa Chang,SMB,active,2025-04-16T14:00:00
ACC-289,NorthstarAnalytics Group 289,Enterprise,398879.14,33239.93,usage-based,James Wilson,David Park,Enterprise,active,2023-12-08T14:00:00
ACC-290,BluePeakAnalytics Group 290,Growth,106773.84,8897.82,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2024-04-03T14:00:00
ACC-291,ClearPathAnalytics Group 291,Growth,162843.79,13570.32,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2025-03-20T14:00:00
ACC-292,EvergreenAnalytics Group 292,Growth,141317.45,11776.45,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2024-09-10T14:00:00
ACC-293,SilverlineAnalytics Group 293,Growth,158868.41,13239.03,usage-based,Ana Rodriguez,Lisa Chang,Mid-Market,active,2024-06-19T14:00:00
ACC-294,KeystoneAnalytics Group 294,Enterprise,511806.05,42650.5,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2023-07-25T14:00:00
ACC-295,SummitAnalytics Group 295,Growth,111768.52,9314.04,usage-based,Ana Rodriguez,Mike Rivera,Mid-Market,active,2024-07-13T14:00:00
ACC-296,RiverbendAnalytics Group 296,Growth,156541.8,13045.15,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2023-07-10T14:00:00
ACC-297,IroncladAnalytics Group 297,Growth,210585.34,17548.78,usage-based,Ana Rodriguez,Mike Rivera,Mid-Market,active,2023-08-04T14:00:00
ACC-298,BrightForgeAnalytics Group 298,Growth,132510.95,11042.58,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2024-07-14T14:00:00
ACC-299,CoreSignalAnalytics Group 299,Enterprise,287096.33,23924.69,usage-based,James Wilson,Lisa Chang,Enterprise,active,2024-10-07T14:00:00
ACC-300,TrueNorthAnalytics Group 300,Starter,13268.14,1105.68,hybrid,Sarah Chen,David Park,SMB,active,2023-03-29T14:00:00
ACC-301,NorthstarCloud Group 301,Growth,173478.63,14456.55,usage-based,Ana Rodriguez,Mike Rivera,Mid-Market,active,2023-07-19T14:00:00
ACC-302,BluePeakCloud Group 302,Growth,178402.75,14866.9,usage-based,Marcus Johnson,David Park,Mid-Market,active,2024-05-06T14:00:00
ACC-303,ClearPathCloud Group 303,Enterprise,270422.98,22535.25,usage-based,Ana Rodriguez,Lisa Chang,Enterprise,active,2023-05-19T14:00:00
ACC-304,EvergreenCloud Group 304,Growth,115132.83,9594.4,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2023-09-09T14:00:00
ACC-305,SilverlineCloud Group 305,Growth,175239.5,14603.29,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2023-11-27T14:00:00
ACC-306,KeystoneCloud Group 306,Enterprise,662798.32,55233.19,usage-based,James Wilson,Lisa Chang,Enterprise,active,2024-05-15T14:00:00
ACC-307,SummitCloud Group 307,Growth,143534.65,11961.22,usage-based,James Wilson,Rachel Kim,Mid-Market,active,2023-03-31T14:00:00
ACC-308,RiverbendCloud Group 308,Growth,109973.29,9164.44,usage-based,Ana Rodriguez,Rachel Kim,Mid-Market,active,2024-12-12T14:00:00
ACC-309,IroncladCloud Group 309,Starter,35242.81,2936.9,usage-based,Priya Patel,Mike Rivera,SMB,active,2023-08-09T14:00:00
ACC-310,BrightForgeCloud Group 310,Growth,108075.75,9006.31,usage-based,Sarah Chen,David Park,Mid-Market,active,2025-01-19T14:00:00
ACC-311,CoreSignalCloud Group 311,Enterprise,561558.42,46796.54,usage-based,Priya Patel,Rachel Kim,Enterprise,active,2023-12-18T14:00:00
ACC-312,TrueNorthCloud Group 312,Enterprise,398736.28,33228.02,usage-based,Marcus Johnson,Rachel Kim,Enterprise,active,2024-06-03T14:00:00
ACC-313,NorthstarData Group 313,Starter,22106.49,1842.21,hybrid,Ana Rodriguez,Tom Bradley,SMB,active,2024-09-27T14:00:00
ACC-314,BluePeakData Group 314,Growth,56525.77,4710.48,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2024-07-04T14:00:00
ACC-315,ClearPathData Group 315,Starter,36531.99,3044.33,hybrid,Marcus Johnson,Lisa Chang,SMB,active,2025-04-17T14:00:00
ACC-316,EvergreenData Group 316,Growth,189697.56,15808.13,usage-based,Marcus Johnson,Rachel Kim,Mid-Market,active,2024-02-22T14:00:00
ACC-317,SilverlineData Group 317,Growth,203242.63,16936.89,usage-based,Sarah Chen,Tom Bradley,Mid-Market,active,2024-10-18T14:00:00
ACC-318,KeystoneData Group 318,Starter,26659.34,2221.61,hybrid,Sarah Chen,Tom Bradley,SMB,active,2024-09-25T14:00:00
ACC-319,SummitData Group 319,Growth,50499.4,4208.28,usage-based,James Wilson,David Park,Mid-Market,churned,2024-02-13T14:00:00
ACC-320,RiverbendData Group 320,Enterprise,598343.86,49861.99,usage-based,James Wilson,David Park,Enterprise,active,2023-11-25T14:00:00
ACC-321,IroncladData Group 321,Enterprise,437687.87,36473.99,usage-based,Marcus Johnson,Lisa Chang,Enterprise,active,2024-08-01T14:00:00
ACC-322,BrightForgeData Group 322,Growth,151436.11,12619.68,usage-based,Marcus Johnson,David Park,Mid-Market,active,2024-03-26T14:00:00
ACC-323,CoreSignalData Group 323,Enterprise,514107.45,42842.29,usage-based,Ana Rodriguez,Tom Bradley,Enterprise,active,2025-03-18T14:00:00
ACC-324,TrueNorthData Group 324,Starter,26498.79,2208.23,usage-based,James Wilson,Rachel Kim,SMB,active,2025-04-12T14:00:00
ACC-325,NorthstarMetrics Group 325,Growth,216625.02,18052.08,usage-based,Priya Patel,Mike Rivera,Mid-Market,active,2024-05-26T14:00:00
ACC-326,BluePeakMetrics Group 326,Starter,19723.28,1643.61,usage-based,Ana Rodriguez,Tom Bradley,SMB,active,2025-01-10T14:00:00
ACC-327,ClearPathMetrics Group 327,Enterprise,453006.87,37750.57,usage-based,Marcus Johnson,Rachel Kim,Enterprise,active,2023-06-14T14:00:00
ACC-328,EvergreenMetrics Group 328,Growth,74445.48,6203.79,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2023-05-24T14:00:00
ACC-329,SilverlineMetrics Group 329,Growth,123466.96,10288.91,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2025-04-12T14:00:00
ACC-330,KeystoneMetrics Group 330,Starter,38116.87,3176.41,hybrid,Priya Patel,David Park,SMB,active,2024-04-14T14:00:00
ACC-331,SummitMetrics Group 331,Starter,26463.04,2205.25,hybrid,Sarah Chen,Lisa Chang,SMB,active,2024-08-07T14:00:00
ACC-332,RiverbendMetrics Group 332,Growth,180989.8,15082.48,usage-based,Priya Patel,Tom Bradley,Mid-Market,active,2025-01-19T14:00:00
ACC-333,IroncladMetrics Group 333,Starter,22856.35,1904.7,hybrid,James Wilson,Rachel Kim,SMB,active,2024-06-13T14:00:00
ACC-334,BrightForgeMetrics Group 334,Growth,130324.17,10860.35,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-03-02T14:00:00
ACC-335,CoreSignalMetrics Group 335,Growth,184604.36,15383.7,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2024-03-12T14:00:00
ACC-336,TrueNorthMetrics Group 336,Growth,188376.75,15698.06,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2024-07-02T14:00:00
ACC-337,NorthstarOps Group 337,Enterprise,343959.95,28663.33,usage-based,Priya Patel,Tom Bradley,Enterprise,active,2024-02-25T14:00:00
ACC-338,BluePeakOps Group 338,Growth,117848.66,9820.72,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2024-02-24T14:00:00
ACC-339,ClearPathOps Group 339,Enterprise,615018.59,51251.55,usage-based,Priya Patel,David Park,Enterprise,active,2024-03-07T14:00:00
ACC-340,EvergreenOps Group 340,Enterprise,670013.64,55834.47,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2023-07-09T14:00:00
ACC-341,SilverlineOps Group 341,Growth,106669.38,8889.11,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2024-12-31T14:00:00
ACC-342,KeystoneOps Group 342,Growth,162699.82,13558.32,usage-based,James Wilson,Mike Rivera,Mid-Market,active,2025-01-17T14:00:00
ACC-343,SummitOps Group 343,Growth,180575.74,15047.98,usage-based,Priya Patel,Tom Bradley,Mid-Market,active,2024-04-29T14:00:00
ACC-344,RiverbendOps Group 344,Starter,9101.1,758.43,usage-based,James Wilson,Tom Bradley,SMB,active,2024-05-11T14:00:00
ACC-345,IroncladOps Group 345,Growth,55685.61,4640.47,usage-based,Marcus Johnson,David Park,Mid-Market,active,2024-05-16T14:00:00
ACC-346,BrightForgeOps Group 346,Growth,157621.81,13135.15,usage-based,Marcus Johnson,Mike Rivera,Mid-Market,active,2025-04-30T14:00:00
ACC-347,CoreSignalOps Group 347,Growth,130829.82,10902.49,usage-based,James Wilson,David Park,Mid-Market,active,2025-01-26T14:00:00
ACC-348,TrueNorthOps Group 348,Enterprise,310144.89,25845.41,usage-based,James Wilson,Lisa Chang,Enterprise,active,2023-09-08T14:00:00
ACC-349,NorthstarRevenue Group 349,Growth,205133.25,17094.44,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2025-01-21T14:00:00
ACC-350,BluePeakRevenue Group 350,Enterprise,217026.02,18085.5,usage-based,Marcus Johnson,Rachel Kim,Enterprise,active,2025-02-26T14:00:00
ACC-351,ClearPathRevenue Group 351,Starter,40897.08,3408.09,hybrid,Priya Patel,Mike Rivera,SMB,active,2023-11-10T14:00:00
ACC-352,EvergreenRevenue Group 352,Growth,200657.04,16721.42,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2023-03-06T14:00:00
ACC-353,SilverlineRevenue Group 353,Growth,81915.01,6826.25,usage-based,Marcus Johnson,Lisa Chang,Mid-Market,active,2024-09-26T14:00:00
ACC-354,KeystoneRevenue Group 354,Starter,8893.66,741.14,hybrid,James Wilson,David Park,SMB,active,2025-01-14T14:00:00
ACC-355,SummitRevenue Group 355,Growth,57346.36,4778.86,usage-based,Priya Patel,Rachel Kim,Mid-Market,active,2023-05-23T14:00:00
ACC-356,RiverbendRevenue Group 356,Growth,135573.83,11297.82,usage-based,James Wilson,David Park,Mid-Market,active,2025-03-12T14:00:00
ACC-357,IroncladRevenue Group 357,Enterprise,338513.84,28209.49,usage-based,Sarah Chen,Rachel Kim,Enterprise,active,2024-02-04T14:00:00
ACC-358,BrightForgeRevenue Group 358,Growth,103323.63,8610.3,usage-based,Ana Rodriguez,David Park,Mid-Market,active,2024-11-21T14:00:00
ACC-359,CoreSignalRevenue Group 359,Growth,64967.87,5413.99,usage-based,Ana Rodriguez,Mike Rivera,Mid-Market,active,2023-01-26T14:00:00
ACC-360,TrueNorthRevenue Group 360,Enterprise,256507.73,21375.64,usage-based,Marcus Johnson,Lisa Chang,Enterprise,active,2024-06-30T14:00:00
ACC-361,NorthstarWorkflow Group 361,Starter,15665.99,1305.5,hybrid,Sarah Chen,Tom Bradley,SMB,active,2024-11-06T14:00:00
ACC-362,BluePeakWorkflow Group 362,Starter,26728.61,2227.38,usage-based,Priya Patel,David Park,SMB,active,2023-11-27T14:00:00
ACC-363,ClearPathWorkflow Group 363,Enterprise,500493.71,41707.81,usage-based,Ana Rodriguez,David Park,Enterprise,active,2024-12-20T14:00:00
ACC-364,EvergreenWorkflow Group 364,Enterprise,492239.59,41019.97,usage-based,Ana Rodriguez,Tom Bradley,Enterprise,active,2023-10-27T14:00:00
ACC-365,SilverlineWorkflow Group 365,Enterprise,611890.6,50990.88,usage-based,Sarah Chen,Mike Rivera,Enterprise,active,2023-08-09T14:00:00
ACC-366,KeystoneWorkflow Group 366,Growth,89108.75,7425.73,usage-based,Marcus Johnson,David Park,Mid-Market,active,2024-03-26T14:00:00
ACC-367,SummitWorkflow Group 367,Growth,47390.89,3949.24,usage-based,Ana Rodriguez,Tom Bradley,Mid-Market,active,2023-08-08T14:00:00
ACC-368,RiverbendWorkflow Group 368,Starter,24420.12,2035.01,hybrid,Priya Patel,Rachel Kim,SMB,active,2025-03-13T14:00:00
