ticket_id,account_id,subject,priority,status,created_at,resolved_at,category
TKT-4e1be372,ACC-102,Incorrect invoice amount,medium,open,2025-07-06T14:00:00,,billing
TKT-f1b1e7d9,ACC-102,Data sync failure,high,open,2025-06-11T14:00:00,,technical
TKT-3efb395e,ACC-102,Export file corrupted,low,open,2025-05-06T14:00:00,,bug
TKT-774c3103,ACC-102,Custom dashboard request,low,open,2025-04-29T14:00:00,,feature_request
TKT-052fc5bc,ACC-103,Migration assistance,medium,resolved,2025-05-07T14:00:00,2025-05-09T09:00:00,onboarding
TKT-507d3918,ACC-103,Incorrect invoice amount,high,resolved,2025-05-07T14:00:00,2025-05-08T07:00:00,billing
TKT-b8af02bf,ACC-103,Data sync failure,medium,resolved,2025-06-28T14:00:00,2025-07-04T11:00:00,technical
TKT-c406e49a,ACC-103,Dashboard not loading,medium,resolved,2025-05-12T14:00:00,2025-05-16T12:00:00,bug
TKT-abf90cea,ACC-104,Incorrect usage metrics,high,resolved,2025-06-16T14:00:00,2025-06-23T01:00:00,bug
TKT-ba08b4d8,ACC-104,Integration setup help,low,resolved,2025-05-27T14:00:00,2025-06-02T18:00:00,onboarding
TKT-dd0225ff,ACC-104,Authentication error,medium,in_progress,2025-05-18T14:00:00,,technical
TKT-89b75369,ACC-104,Custom dashboard request,high,resolved,2025-07-09T14:00:00,2025-07-12T17:00:00,feature_request
TKT-3aca4f49,ACC-105,Payment processing issue,medium,in_progress,2025-05-25T14:00:00,,billing
TKT-f9065d24,ACC-106,Custom dashboard request,high,open,2025-05-15T14:00:00,,feature_request
TKT-3411a39d,ACC-106,Migration assistance,medium,resolved,2025-06-13T14:00:00,2025-06-15T00:00:00,onboarding
TKT-2083bd9a,ACC-106,Export file corrupted,low,resolved,2025-06-16T14:00:00,2025-06-17T08:00:00,bug
TKT-ac836808,ACC-108,SSO integration,high,open,2025-04-27T14:00:00,,feature_request
TKT-abebf22a,ACC-108,Rate limiting issue,high,in_progress,2025-06-19T14:00:00,,technical
TKT-ef5318ee,ACC-110,Bulk export capability,medium,in_progress,2025-06-01T14:00:00,,feature_request
TKT-e14ad3e7,ACC-112,Billing cycle question,medium,resolved,2025-06-26T14:00:00,2025-06-29T08:00:00,billing
TKT-8614958d,ACC-112,Team training request,low,open,2025-04-27T14:00:00,,onboarding
TKT-0674a5ab,ACC-112,Export file corrupted,low,resolved,2025-05-21T14:00:00,2025-05-27T14:00:00,bug
TKT-de7c1047,ACC-112,Migration assistance,low,resolved,2025-06-28T14:00:00,2025-07-03T10:00:00,onboarding
TKT-4115cd76,ACC-115,Incorrect invoice amount,high,resolved,2025-06-28T14:00:00,2025-07-04T02:00:00,billing
TKT-51ff8469,ACC-116,Billing cycle question,medium,in_progress,2025-06-11T14:00:00,,billing
TKT-6a2fdf9b,ACC-116,Incorrect usage metrics,medium,in_progress,2025-07-03T14:00:00,,bug
TKT-941eba7a,ACC-116,Documentation question,medium,resolved,2025-06-06T14:00:00,2025-06-11T03:00:00,onboarding
TKT-d4091910,ACC-117,Export file corrupted,low,resolved,2025-05-16T14:00:00,2025-05-21T21:00:00,bug
TKT-dcf476eb,ACC-118,Export file corrupted,medium,open,2025-07-08T14:00:00,,bug
TKT-59cfcece,ACC-119,Data duplication in reports,medium,open,2025-07-01T14:00:00,,bug
TKT-dd188b07,ACC-119,Migration assistance,medium,resolved,2025-05-26T14:00:00,2025-06-01T02:00:00,onboarding
TKT-40fef34e,ACC-119,Migration assistance,high,resolved,2025-05-12T14:00:00,2025-05-18T17:00:00,onboarding
TKT-4b045b19,ACC-122,Rate limiting issue,low,resolved,2025-06-16T14:00:00,2025-06-19T05:00:00,technical
TKT-66a0b012,ACC-122,Incorrect invoice amount,medium,resolved,2025-06-07T14:00:00,2025-06-08T22:00:00,billing
TKT-0502c1ec,ACC-123,Bulk export capability,medium,resolved,2025-05-18T14:00:00,2025-05-21T18:00:00,feature_request
TKT-11270cc1,ACC-124,Authentication error,medium,resolved,2025-05-07T14:00:00,2025-05-10T22:00:00,technical
TKT-11e541f9,ACC-124,API latency spike,high,resolved,2025-06-27T14:00:00,2025-07-04T04:00:00,technical
TKT-e6fda7b1,ACC-124,Payment processing issue,high,resolved,2025-07-03T14:00:00,2025-07-04T19:00:00,billing
TKT-049674e7,ACC-125,Migration assistance,critical,in_progress,2025-06-27T14:00:00,,onboarding
TKT-5aeb04dc,ACC-126,Missing overage charges,medium,in_progress,2025-06-25T14:00:00,,billing
TKT-e6c1a90a,ACC-127,Data duplication in reports,low,in_progress,2025-07-02T14:00:00,,bug
TKT-bc5ccaa4,ACC-127,Incorrect usage metrics,high,resolved,2025-06-06T14:00:00,2025-06-08T05:00:00,bug
TKT-264fe8af,ACC-127,Documentation question,medium,resolved,2025-05-18T14:00:00,2025-05-22T06:00:00,onboarding
TKT-f7dd4b13,ACC-128,Migration assistance,high,resolved,2025-04-26T14:00:00,2025-04-29T05:00:00,onboarding
TKT-35381c20,ACC-128,Rate limiting issue,medium,resolved,2025-06-25T14:00:00,2025-07-02T04:00:00,technical
TKT-3d3692f9,ACC-128,Documentation question,medium,resolved,2025-06-11T14:00:00,2025-06-16T07:00:00,onboarding
TKT-996e5277,ACC-128,Dashboard not loading,high,resolved,2025-05-26T14:00:00,2025-05-27T20:00:00,bug
TKT-af15f68b,ACC-129,Migration assistance,critical,open,2025-06-13T14:00:00,,onboarding
TKT-08f5b5c1,ACC-130,Payment processing issue,medium,resolved,2025-07-02T14:00:00,2025-07-07T18:00:00,billing
TKT-69b1f7fb,ACC-130,Data duplication in reports,medium,resolved,2025-06-27T14:00:00,2025-07-04T02:00:00,bug
TKT-732f4abc,ACC-130,Incorrect usage metrics,high,resolved,2025-06-09T14:00:00,2025-06-13T22:00:00,bug
TKT-935664ce,ACC-130,Dashboard not loading,medium,in_progress,2025-04-28T14:00:00,,bug
TKT-3952f445,ACC-130,Missing overage charges,high,open,2025-05-11T14:00:00,,billing
TKT-bdc64bb0,ACC-130,Payment processing issue,critical,open,2025-06-09T14:00:00,,billing
TKT-c0058683,ACC-130,Payment processing issue,medium,resolved,2025-05-22T14:00:00,2025-05-25T17:00:00,billing
TKT-1b6180ed,ACC-130,Authentication error,high,resolved,2025-06-12T14:00:00,2025-06-18T23:00:00,technical
TKT-f23390bb,ACC-131,SSO integration,medium,open,2025-05-20T14:00:00,,feature_request
TKT-910dd620,ACC-131,SSO integration,high,in_progress,2025-06-21T14:00:00,,feature_request
TKT-8ceef664,ACC-132,API latency spike,low,resolved,2025-05-02T14:00:00,2025-05-03T12:00:00,technical
TKT-798ee27a,ACC-132,API v2 access,low,open,2025-06-08T14:00:00,,feature_request
TKT-d439887c,ACC-133,Rate limiting issue,medium,in_progress,2025-05-15T14:00:00,,technical
TKT-55fc072c,ACC-133,Integration setup help,high,resolved,2025-05-02T14:00:00,2025-05-05T20:00:00,onboarding
TKT-67edaa00,ACC-135,Export file corrupted,medium,open,2025-06-23T14:00:00,,bug
TKT-870d62e8,ACC-136,Incorrect usage metrics,medium,resolved,2025-04-26T14:00:00,2025-05-02T23:00:00,bug
TKT-5d37fbd7,ACC-136,Data sync failure,high,resolved,2025-06-12T14:00:00,2025-06-13T10:00:00,technical
TKT-3dd37610,ACC-136,Bulk export capability,critical,resolved,2025-07-09T14:00:00,2025-07-16T00:00:00,feature_request
TKT-2b30dc73,ACC-137,Incorrect invoice amount,high,in_progress,2025-05-31T14:00:00,,billing
TKT-29ee121c,ACC-138,Export file corrupted,low,resolved,2025-06-13T14:00:00,2025-06-19T16:00:00,bug
TKT-210f29b0,ACC-138,Export file corrupted,high,in_progress,2025-06-26T14:00:00,,bug
TKT-90e0ab46,ACC-139,Team training request,medium,open,2025-06-22T14:00:00,,onboarding
TKT-d36cba56,ACC-139,Incorrect usage metrics,medium,resolved,2025-05-18T14:00:00,2025-05-22T09:00:00,bug
TKT-36551c4e,ACC-139,Dashboard not loading,medium,resolved,2025-06-06T14:00:00,2025-06-13T13:00:00,bug
TKT-a42fbb8e,ACC-139,Missing overage charges,high,resolved,2025-06-02T14:00:00,2025-06-08T05:00:00,billing
TKT-53e725e3,ACC-140,Payment processing issue,high,resolved,2025-05-28T14:00:00,2025-06-02T16:00:00,billing
TKT-62a35bbd,ACC-141,Rate limiting issue,low,resolved,2025-05-06T14:00:00,2025-05-10T22:00:00,technical
TKT-63c5d9ee,ACC-141,Incorrect invoice amount,medium,resolved,2025-05-06T14:00:00,2025-05-09T12:00:00,billing
TKT-e4411ad1,ACC-141,Migration assistance,critical,resolved,2025-06-17T14:00:00,2025-06-23T12:00:00,onboarding
TKT-ba17a5f9,ACC-142,Export file corrupted,high,in_progress,2025-06-17T14:00:00,,bug
TKT-eb4e8e5e,ACC-142,Export file corrupted,medium,resolved,2025-05-22T14:00:00,2025-05-26T08:00:00,bug
TKT-aa42771a,ACC-142,Export file corrupted,medium,resolved,2025-05-03T14:00:00,2025-05-03T22:00:00,bug
TKT-65f15408,ACC-142,Documentation question,high,resolved,2025-06-01T14:00:00,2025-06-07T23:00:00,onboarding
TKT-c4cde6b0,ACC-142,Migration assistance,high,in_progress,2025-06-13T14:00:00,,onboarding
TKT-88369260,ACC-142,Data sync failure,medium,resolved,2025-06-22T14:00:00,2025-06-25T09:00:00,technical
TKT-aa5ea6ac,ACC-142,Authentication error,high,resolved,2025-06-01T14:00:00,2025-06-04T14:00:00,technical
TKT-2b507a51,ACC-142,Migration assistance,high,resolved,2025-05-02T14:00:00,2025-05-08T20:00:00,onboarding
TKT-1100e24a,ACC-143,Data duplication in reports,medium,open,2025-05-14T14:00:00,,bug
TKT-1d0803eb,ACC-144,Custom dashboard request,low,resolved,2025-05-13T14:00:00,2025-05-16T22:00:00,feature_request
TKT-29cf2a29,ACC-144,Incorrect invoice amount,high,open,2025-06-23T14:00:00,,billing
TKT-1e090dd9,ACC-144,Export file corrupted,medium,in_progress,2025-05-13T14:00:00,,bug
TKT-cc541121,ACC-144,API v2 access,low,resolved,2025-06-26T14:00:00,2025-07-02T08:00:00,feature_request
TKT-47016e2a,ACC-145,Incorrect invoice amount,medium,resolved,2025-05-09T14:00:00,2025-05-12T12:00:00,billing
TKT-8fb221ce,ACC-145,Migration assistance,high,resolved,2025-06-10T14:00:00,2025-06-17T00:00:00,onboarding
TKT-1df9255d,ACC-146,SSO integration,critical,open,2025-07-03T14:00:00,,feature_request
TKT-3a29e0ed,ACC-147,Export file corrupted,high,resolved,2025-07-09T14:00:00,2025-07-10T23:00:00,bug
TKT-9ea94b97,ACC-147,Custom dashboard request,medium,resolved,2025-07-03T14:00:00,2025-07-07T21:00:00,feature_request
TKT-39ecb1ea,ACC-149,Missing overage charges,critical,resolved,2025-06-13T14:00:00,2025-06-18T08:00:00,billing
TKT-1e0a1205,ACC-150,Missing overage charges,high,in_progress,2025-06-10T14:00:00,,billing
TKT-c1ca76fd,ACC-151,Payment processing issue,high,resolved,2025-07-08T14:00:00,2025-07-11T07:00:00,billing
TKT-8a7dea78,ACC-151,Incorrect invoice amount,low,in_progress,2025-06-02T14:00:00,,billing
TKT-2a3416fb,ACC-152,Bulk export capability,critical,resolved,2025-06-19T14:00:00,2025-06-21T22:00:00,feature_request
TKT-57662969,ACC-152,API v2 access,high,open,2025-06-14T14:00:00,,feature_request
TKT-209c31d0,ACC-153,Incorrect usage metrics,high,resolved,2025-05-15T14:00:00,2025-05-19T22:00:00,bug
TKT-37c1021d,ACC-153,API latency spike,medium,in_progress,2025-05-31T14:00:00,,technical
TKT-3b32afc1,ACC-154,Missing overage charges,critical,open,2025-06-04T14:00:00,,billing
TKT-fa6fd48c,ACC-155,Data duplication in reports,medium,resolved,2025-07-01T14:00:00,2025-07-05T04:00:00,bug
TKT-32f18aed,ACC-155,Migration assistance,medium,resolved,2025-06-24T14:00:00,2025-06-29T13:00:00,onboarding
TKT-701747bb,ACC-155,Data duplication in reports,medium,resolved,2025-06-14T14:00:00,2025-06-16T14:00:00,bug
TKT-400894d9,ACC-156,SSO integration,low,resolved,2025-05-28T14:00:00,2025-06-02T11:00:00,feature_request
TKT-3a67eaf4,ACC-156,Payment processing issue,low,resolved,2025-05-02T14:00:00,2025-05-04T01:00:00,billing
TKT-87d1bcee,ACC-158,Dashboard not loading,medium,open,2025-04-27T14:00:00,,bug
TKT-ba71bc5d,ACC-158,Missing overage charges,medium,open,2025-07-09T14:00:00,,billing
TKT-82b72d62,ACC-158,Dashboard not loading,medium,resolved,2025-07-03T14:00:00,2025-07-10T10:00:00,bug
TKT-6f1ce372,ACC-159,Bulk export capability,low,resolved,2025-05-17T14:00:00,2025-05-23T01:00:00,feature_request
TKT-6502fceb,ACC-159,Incorrect invoice amount,high,resolved,2025-05-19T14:00:00,2025-05-20T14:00:00,billing
TKT-84361bd7,ACC-159,Dashboard not loading,critical,resolved,2025-05-30T14:00:00,2025-05-31T09:00:00,bug
TKT-2da2fc21,ACC-162,Incorrect invoice amount,high,open,2025-05-12T14:00:00,,billing
TKT-fcf95987,ACC-163,Rate limiting issue,medium,resolved,2025-06-05T14:00:00,2025-06-09T08:00:00,technical
TKT-19352597,ACC-163,Documentation question,high,resolved,2025-06-06T14:00:00,2025-06-12T21:00:00,onboarding
TKT-d51d68ef,ACC-163,Rate limiting issue,medium,open,2025-05-07T14:00:00,,technical
TKT-9a2c847c,ACC-165,SSO integration,low,in_progress,2025-06-30T14:00:00,,feature_request
TKT-e8661d69,ACC-165,Data sync failure,low,resolved,2025-06-11T14:00:00,2025-06-17T22:00:00,technical
TKT-9c1d0de2,ACC-165,Dashboard not loading,low,resolved,2025-04-29T14:00:00,2025-05-04T10:00:00,bug
TKT-ce3d5231,ACC-165,Custom dashboard request,critical,resolved,2025-05-22T14:00:00,2025-05-23T04:00:00,feature_request
TKT-cea76b8e,ACC-166,Billing cycle question,medium,in_progress,2025-06-20T14:00:00,,billing
TKT-2a2e062c,ACC-168,API v2 access,medium,in_progress,2025-07-10T14:00:00,,feature_request
TKT-bd89df7f,ACC-168,API latency spike,high,open,2025-06-06T14:00:00,,technical
TKT-78e00b3b,ACC-168,SSO integration,low,resolved,2025-05-04T14:00:00,2025-05-08T00:00:00,feature_request
TKT-4828d8f7,ACC-169,Incorrect invoice amount,medium,resolved,2025-05-21T14:00:00,2025-05-25T11:00:00,billing
TKT-dd754940,ACC-169,Payment processing issue,low,in_progress,2025-05-19T14:00:00,,billing
TKT-f71197bc,ACC-170,Bulk export capability,low,resolved,2025-05-22T14:00:00,2025-05-28T16:00:00,feature_request
TKT-40a70a41,ACC-170,Documentation question,low,open,2025-05-02T14:00:00,,onboarding
TKT-34b1e53b,ACC-170,Data sync failure,medium,open,2025-05-19T14:00:00,,technical
TKT-4081e774,ACC-170,Incorrect invoice amount,low,resolved,2025-06-04T14:00:00,2025-06-08T11:00:00,billing
TKT-120c9dd3,ACC-171,Data duplication in reports,medium,resolved,2025-07-09T14:00:00,2025-07-16T06:00:00,bug
TKT-7e612946,ACC-171,Billing cycle question,medium,resolved,2025-06-23T14:00:00,2025-06-24T13:00:00,billing
TKT-27c939e2,ACC-172,SSO integration,low,in_progress,2025-06-27T14:00:00,,feature_request
TKT-b2cebf73,ACC-173,Payment processing issue,critical,resolved,2025-06-21T14:00:00,2025-06-23T08:00:00,billing
TKT-0b3d870d,ACC-173,Authentication error,high,open,2025-06-25T14:00:00,,technical
TKT-19cba41c,ACC-173,API latency spike,high,resolved,2025-04-26T14:00:00,2025-04-28T05:00:00,technical
TKT-d73ecbe8,ACC-173,Export file corrupted,critical,resolved,2025-05-25T14:00:00,2025-05-27T03:00:00,bug
TKT-ae5e7d7f,ACC-173,Missing overage charges,medium,open,2025-06-28T14:00:00,,billing
TKT-c06ac630,ACC-173,Dashboard not loading,high,resolved,2025-06-01T14:00:00,2025-06-07T14:00:00,bug
TKT-12518cf8,ACC-173,Incorrect invoice amount,high,resolved,2025-04-30T14:00:00,2025-05-01T01:00:00,billing
TKT-9534c3d6,ACC-173,Data duplication in reports,high,resolved,2025-05-23T14:00:00,2025-05-27T02:00:00,bug
TKT-8551745c,ACC-173,Dashboard not loading,high,in_progress,2025-05-25T14:00:00,,bug
TKT-a79a277b,ACC-173,Data duplication in reports,high,open,2025-05-04T14:00:00,,bug
TKT-28cf002b,ACC-173,Payment processing issue,medium,resolved,2025-06-09T14:00:00,2025-06-12T20:00:00,billing
TKT-01b0df56,ACC-173,Missing overage charges,critical,resolved,2025-05-31T14:00:00,2025-06-05T08:00:00,billing
TKT-9ba1b6e4,ACC-175,Incorrect invoice amount,high,open,2025-05-22T14:00:00,,billing
TKT-f06ca1ae,ACC-176,Custom dashboard request,medium,resolved,2025-05-01T14:00:00,2025-05-04T02:00:00,feature_request
TKT-96186b7d,ACC-176,Authentication error,high,in_progress,2025-05-17T14:00:00,,technical
TKT-31ee0e5a,ACC-176,Team training request,medium,resolved,2025-07-10T14:00:00,2025-07-13T13:00:00,onboarding
TKT-7d9e60eb,ACC-176,Data duplication in reports,medium,resolved,2025-04-26T14:00:00,2025-04-27T10:00:00,bug
TKT-6ad020a5,ACC-178,Authentication error,medium,in_progress,2025-04-26T14:00:00,,technical
TKT-1ad954b4,ACC-178,Export file corrupted,high,resolved,2025-05-18T14:00:00,2025-05-21T16:00:00,bug
TKT-6f91e13a,ACC-178,API v2 access,medium,resolved,2025-06-23T14:00:00,2025-06-27T03:00:00,feature_request
TKT-5d77414c,ACC-178,API latency spike,medium,resolved,2025-07-06T14:00:00,2025-07-12T08:00:00,technical
TKT-0248f8e3,ACC-179,Incorrect usage metrics,critical,resolved,2025-05-04T14:00:00,2025-05-07T02:00:00,bug
TKT-b2d558dc,ACC-179,API v2 access,low,resolved,2025-05-30T14:00:00,2025-06-06T00:00:00,feature_request
TKT-2d1e0f02,ACC-179,Integration setup help,high,in_progress,2025-06-05T14:00:00,,onboarding
TKT-6d1f225a,ACC-179,Billing cycle question,low,resolved,2025-04-28T14:00:00,2025-05-05T08:00:00,billing
TKT-baa14dea,ACC-180,SSO integration,medium,resolved,2025-06-23T14:00:00,2025-06-26T18:00:00,feature_request
TKT-a80305a3,ACC-180,Incorrect invoice amount,low,resolved,2025-04-29T14:00:00,2025-05-01T17:00:00,billing
TKT-14f93195,ACC-180,Dashboard not loading,low,resolved,2025-06-17T14:00:00,2025-06-18T15:00:00,bug
TKT-4360795a,ACC-181,Data sync failure,medium,resolved,2025-07-03T14:00:00,2025-07-06T12:00:00,technical
TKT-08e44e8d,ACC-181,Custom dashboard request,medium,resolved,2025-06-09T14:00:00,2025-06-11T04:00:00,feature_request
TKT-eea2c7d8,ACC-181,Bulk export capability,medium,in_progress,2025-07-10T14:00:00,,feature_request
TKT-037d237d,ACC-181,Missing overage charges,medium,resolved,2025-05-27T14:00:00,2025-05-30T01:00:00,billing
TKT-88699a52,ACC-183,Incorrect invoice amount,high,in_progress,2025-07-07T14:00:00,,billing
TKT-10ddce3f,ACC-183,Incorrect usage metrics,low,resolved,2025-06-04T14:00:00,2025-06-08T05:00:00,bug
TKT-4a93e66f,ACC-183,Documentation question,low,in_progress,2025-07-02T14:00:00,,onboarding
TKT-4cec2e23,ACC-185,Payment processing issue,critical,in_progress,2025-05-21T14:00:00,,billing
TKT-4e172393,ACC-185,Bulk export capability,medium,in_progress,2025-07-10T14:00:00,,feature_request
TKT-cffe7186,ACC-185,Custom dashboard request,medium,open,2025-06-12T14:00:00,,feature_request
TKT-ba7fd939,ACC-185,Payment processing issue,medium,in_progress,2025-05-30T14:00:00,,billing
TKT-b29bc2a2,ACC-186,Data duplication in reports,high,resolved,2025-05-23T14:00:00,2025-05-27T03:00:00,bug
TKT-f540da99,ACC-186,Bulk export capability,medium,resolved,2025-06-15T14:00:00,2025-06-16T20:00:00,feature_request
TKT-ea030a30,ACC-187,SSO integration,critical,resolved,2025-06-14T14:00:00,2025-06-16T05:00:00,feature_request
TKT-cff936c7,ACC-187,Data sync failure,medium,open,2025-06-02T14:00:00,,technical
TKT-114a46ac,ACC-187,Rate limiting issue,medium,resolved,2025-05-01T14:00:00,2025-05-08T02:00:00,technical
TKT-310eb8c1,ACC-188,Documentation question,medium,in_progress,2025-05-01T14:00:00,,onboarding
TKT-785cd132,ACC-188,SSO integration,medium,resolved,2025-06-18T14:00:00,2025-06-22T17:00:00,feature_request
TKT-da3c8366,ACC-188,Incorrect usage metrics,low,resolved,2025-05-26T14:00:00,2025-05-29T16:00:00,bug
TKT-d6f787a3,ACC-188,Integration setup help,medium,open,2025-06-10T14:00:00,,onboarding
TKT-76d65b13,ACC-189,Migration assistance,high,resolved,2025-06-05T14:00:00,2025-06-08T18:00:00,onboarding
TKT-f706b49b,ACC-189,Rate limiting issue,critical,resolved,2025-05-05T14:00:00,2025-05-08T21:00:00,technical
TKT-4fb25d5f,ACC-189,Data duplication in reports,critical,in_progress,2025-04-29T14:00:00,,bug
TKT-d2be5726,ACC-189,Data duplication in reports,high,resolved,2025-06-10T14:00:00,2025-06-13T23:00:00,bug
TKT-c2645cee,ACC-189,Documentation question,high,resolved,2025-06-30T14:00:00,2025-07-04T11:00:00,onboarding
TKT-06fd5ed2,ACC-189,Authentication error,high,resolved,2025-06-26T14:00:00,2025-07-01T00:00:00,technical
TKT-0e6429b8,ACC-189,Documentation question,high,resolved,2025-06-10T14:00:00,2025-06-14T07:00:00,onboarding
TKT-821c6173,ACC-189,API latency spike,critical,in_progress,2025-05-24T14:00:00,,technical
TKT-ba02dd06,ACC-189,Data duplication in reports,medium,resolved,2025-05-25T14:00:00,2025-05-31T05:00:00,bug
TKT-62c048ef,ACC-192,API v2 access,medium,resolved,2025-05-21T14:00:00,2025-05-22T01:00:00,feature_request
TKT-6f47a31c,ACC-192,Custom dashboard request,low,resolved,2025-06-20T14:00:00,2025-06-24T02:00:00,feature_request
TKT-5c12c613,ACC-192,Incorrect invoice amount,high,in_progress,2025-07-09T14:00:00,,billing
TKT-2070fdfe,ACC-193,Incorrect usage metrics,medium,in_progress,2025-06-19T14:00:00,,bug
TKT-1a5012e7,ACC-195,Bulk export capability,high,in_progress,2025-05-29T14:00:00,,feature_request
TKT-242a9794,ACC-195,Export file corrupted,medium,in_progress,2025-05-25T14:00:00,,bug
TKT-2e9f31ff,ACC-195,API latency spike,medium,in_progress,2025-05-06T14:00:00,,technical
TKT-c0a47ca5,ACC-198,Dashboard not loading,high,resolved,2025-07-10T14:00:00,2025-07-12T09:00:00,bug
TKT-3ede214c,ACC-199,Rate limiting issue,medium,resolved,2025-05-20T14:00:00,2025-05-25T09:00:00,technical
TKT-64b75038,ACC-199,Incorrect invoice amount,medium,resolved,2025-07-08T14:00:00,2025-07-10T06:00:00,billing
TKT-c51ff1dd,ACC-199,Custom dashboard request,low,in_progress,2025-07-04T14:00:00,,feature_request
TKT-31bd9f41,ACC-199,Documentation question,low,resolved,2025-05-17T14:00:00,2025-05-20T15:00:00,onboarding
TKT-0b247945,ACC-200,API v2 access,low,resolved,2025-06-13T14:00:00,2025-06-17T16:00:00,feature_request
TKT-e4191d03,ACC-200,Integration setup help,medium,in_progress,2025-05-28T14:00:00,,onboarding
TKT-bf1254fd,ACC-201,Incorrect usage metrics,medium,in_progress,2025-05-15T14:00:00,,bug
TKT-ee4b2ac0,ACC-201,Incorrect usage metrics,high,resolved,2025-06-14T14:00:00,2025-06-21T03:00:00,bug
TKT-36be1b9e,ACC-201,API latency spike,medium,resolved,2025-05-09T14:00:00,2025-05-13T14:00:00,technical
TKT-6ac6c250,ACC-201,Authentication error,high,open,2025-06-01T14:00:00,,technical
TKT-c29ada63,ACC-202,Integration setup help,medium,resolved,2025-06-28T14:00:00,2025-07-03T14:00:00,onboarding
TKT-6cb7e96a,ACC-202,Data sync failure,low,resolved,2025-07-04T14:00:00,2025-07-05T01:00:00,technical
TKT-b5fc92dd,ACC-202,Documentation question,low,in_progress,2025-06-22T14:00:00,,onboarding
TKT-05bdb120,ACC-202,API v2 access,medium,resolved,2025-06-11T14:00:00,2025-06-14T00:00:00,feature_request
TKT-77488f76,ACC-203,Integration setup help,critical,resolved,2025-06-21T14:00:00,2025-06-25T04:00:00,onboarding
TKT-7151cf00,ACC-203,Payment processing issue,low,resolved,2025-05-20T14:00:00,2025-05-21T17:00:00,billing
TKT-6e55bb5b,ACC-203,Billing cycle question,high,resolved,2025-07-07T14:00:00,2025-07-13T20:00:00,billing
TKT-28307130,ACC-204,Missing overage charges,low,resolved,2025-05-18T14:00:00,2025-05-19T11:00:00,billing
TKT-8baaca62,ACC-205,Data duplication in reports,medium,in_progress,2025-05-21T14:00:00,,bug
TKT-661f2147,ACC-206,API v2 access,medium,resolved,2025-05-06T14:00:00,2025-05-11T06:00:00,feature_request
TKT-cb811865,ACC-206,API latency spike,low,resolved,2025-05-01T14:00:00,2025-05-02T13:00:00,technical
TKT-4a5874df,ACC-206,Billing cycle question,medium,resolved,2025-06-26T14:00:00,2025-06-30T14:00:00,billing
TKT-83b902d9,ACC-207,Documentation question,high,resolved,2025-05-16T14:00:00,2025-05-21T22:00:00,onboarding
TKT-b12e522c,ACC-207,SSO integration,medium,open,2025-06-20T14:00:00,,feature_request
TKT-2461cbf7,ACC-207,API latency spike,low,open,2025-06-08T14:00:00,,technical
TKT-c5eb017d,ACC-208,API latency spike,low,open,2025-06-04T14:00:00,,technical
TKT-3efc21de,ACC-208,Billing cycle question,medium,in_progress,2025-06-25T14:00:00,,billing
TKT-689302e7,ACC-208,API latency spike,medium,open,2025-05-26T14:00:00,,technical
TKT-1621243d,ACC-209,Team training request,low,resolved,2025-06-13T14:00:00,2025-06-20T01:00:00,onboarding
TKT-11f0a0f8,ACC-209,Payment processing issue,medium,in_progress,2025-06-28T14:00:00,,billing
TKT-f8d5d3c9,ACC-209,Documentation question,medium,in_progress,2025-07-01T14:00:00,,onboarding
TKT-d5aeee9e,ACC-209,Authentication error,medium,open,2025-05-26T14:00:00,,technical
TKT-3fc4f79d,ACC-211,Missing overage charges,high,resolved,2025-05-19T14:00:00,2025-05-19T20:00:00,billing
TKT-35a520d0,ACC-211,Billing cycle question,low,in_progress,2025-05-11T14:00:00,,billing
TKT-72f688fa,ACC-211,Incorrect invoice amount,medium,resolved,2025-05-22T14:00:00,2025-05-27T20:00:00,billing
TKT-f8368bc7,ACC-211,Export file corrupted,high,resolved,2025-04-26T14:00:00,2025-04-30T22:00:00,bug
TKT-33acf5cb,ACC-212,Authentication error,medium,resolved,2025-05-31T14:00:00,2025-06-06T09:00:00,technical
TKT-ebfe41e8,ACC-212,Incorrect invoice amount,medium,resolved,2025-05-09T14:00:00,2025-05-15T15:00:00,billing
TKT-b3f6262a,ACC-214,Billing cycle question,medium,resolved,2025-05-21T14:00:00,2025-05-24T10:00:00,billing
TKT-ef615ae5,ACC-214,Rate limiting issue,medium,open,2025-07-06T14:00:00,,technical
TKT-4016c498,ACC-214,Export file corrupted,medium,resolved,2025-05-02T14:00:00,2025-05-03T21:00:00,bug
TKT-a95ec4f0,ACC-214,Authentication error,medium,in_progress,2025-05-22T14:00:00,,technical
TKT-d13a4a7f,ACC-215,Custom dashboard request,medium,open,2025-05-01T14:00:00,,feature_request
TKT-94786f01,ACC-216,Incorrect usage metrics,medium,resolved,2025-05-18T14:00:00,2025-05-24T04:00:00,bug
TKT-686615ee,ACC-216,Dashboard not loading,high,resolved,2025-06-15T14:00:00,2025-06-18T06:00:00,bug
TKT-f378c122,ACC-216,Incorrect invoice amount,high,resolved,2025-05-11T14:00:00,2025-05-16T01:00:00,billing
TKT-b62ae45f,ACC-216,API latency spike,high,resolved,2025-04-30T14:00:00,2025-04-30T19:00:00,technical
TKT-ddc03d8c,ACC-216,Dashboard not loading,high,resolved,2025-05-10T14:00:00,2025-05-15T00:00:00,bug
